item_id,rater_uid,feedback,gmt_create,rate_pic_url
i325,u563,质量 挺好 的 ， 发货 速度 真 快 。 都 穿 上 了 ,2014/9/2 17:37,
i325,u1448,发货 很快 啊 ， 质量 也 还 算 不错 的 ， 下次 再 来 ！ ,2014/9/14 21:40,
i325,u615,很 好 的 裤子 我 是 买 来 上班 穿 的 很 有 惊喜 ,2014/9/5 14:33,
i325,u502,小 了 一点 点 ， 不过 还 好 。 ,2014/9/5 00:38,
i326,u795,确实 很 好 ， 这 个 价值 ， 质量 蛮 好 的 ,2014/9/18 06:54,
i326,u315,裙子 非常 不错 。 很 舒服 ,2014/9/28 19:25,
i326,u303,非常 好看 的 裙子 ， 很 满意 0 ,2014/9/26 16:18,
i326,u1833,拿 到 宝贝 迫 不及 的 扯 开 了 。 真是 太 稀饭 了 ， 包装 的 也 很 好 ， 是 纸盒 包装 的 ， 而且 裙子 很 有 分量 。 拉链 是 隐形拉链 ， 是 在 侧面 ， 穿 的 时候 也 方便 很 多 ,2014/9/24 09:58,
i327,u1468,出乎 意料 的 好 、 很 少 写 评价   同事 看 了 都 说 想 买   我 觉得 物 有 所 值 ,2014/9/15 09:13,
i327,u918,蛮 舒服 ， 就是 有点 短 ~ ,2014/9/22 10:32,
i327,u2415,衣服 质量 超级 好 。 衣服 与 卖家 描述 的 一样 ， 我 非常 喜欢 。 是 家 很 好 的 点 ， 以后 还 会 光顾 的 。 生意兴隆 。 ,2014/9/3 15:54,
i327,u166,宝贝 挺好 ， 物流 真 让 我 无 语 ， 那么 慢 ， 还 让 我 自己 去 取 ， 破 申通 快递 ， 卖家 态度 一般 ， 勉强 给 好评 。 ,2014/9/5 20:01,
i327,u2356,就是 太 短 啦 ！ 习惯 好评 ,2014/9/12 12:45,
i327,u261,质量 还 可以 ， 颜色 有点 深 ,2014/9/10 19:55,
i327,u1531,衣服 质量 很 好 ， 很 厚实 ， 老板 很 热情 ， 快递 也 很 给力 ， 下次 还 回来 ！ ,2014/9/29 10:39,
i328,u1577,穿 上 很 漂亮 的 一 款 衣服 ！ 高端 大气 上 档次 ！ ,2014/9/26 10:55,
i328,u365,衣服 一般 般 吧 ！ 这 个 价位 也 没 什么 好说 的 。 ,2014/9/26 16:19,
i328,u1118,衣服 不错 ， 还有 小 饰品 ,2014/9/24 14:56,
i328,u1880,没 试穿 的 ， 但是 布料 好 粘 毛 啊 ，       特别 是 白衣 ， 总体 还 好 了 ,2014/9/18 20:33,
i329,u459,衣服 很 厚实 ， 也 很 好看 。 这 个 价格 很 便宜 的 ！ ,2014/9/20 10:08,
i329,u1240,衣服 版型 挺好 ， 颜色 也 正 ， 值得 入手 。 好评 ,2014/9/27 12:32,
i329,u1681,不错 ， 衣服 很 合身 ， 而且 挺 显 瘦 的 ！ 很 喜欢 ， 最近 天气 热 ， 等 凉 一点 再 穿 ！ ,2014/9/12 07:04,
i329,u1048,非常 合身 ， 颜色 很 正 ， 没有 色差 ， 老公 很 喜欢   很 热情 ,2014/9/24 21:04,
i329,u2578,东西 收到 了     很 不错       包装 很 高大 上 啊 ！ 衣服 质量 也 相当 不错         物 有 所 值 五分 好评 ！ ,2014/9/24 11:14,http://img01.taobaocdn.com/bao/uploaded/TB2QFNbaFXXXXXfXXXXXXXXXXXX_!!2106471017-0-rate.jpg
i33,u2347,衣服 很 美美 ， 准备 去 美国 玩 代 去 … ,2014/9/3 14:57,
i33,u1202,衣服 收到 了 ， 质量 很 不错 ， 穿 起来 也 很 合适 ， 好评 ,2014/9/11 19:02,
i33,u11,衣服 上 身 效果 很 不错 ， 我 朋友 都 说 我 买 到 超值 的 宝贝 ， 而且 店家 的 态度 很 好 哦 ， 还 会 短信 提示 我 要 补 差价 ， 早日 收到 货 ， 真心 赞 一个 ！ ,2014/9/20 22:38,
i33,u1633,衣服 质量 不错 ， 颜色 也 很 正 ， 穿着 很 舒服 ， 合身 ， 好评 ,2014/9/13 20:36,
i331,u383,发货 速度 快 ， 物流 很 给力 ， 包装 仔细 结实 精美 ， 整体 感觉 不错 ， 款式 漂亮 ， 手感 很 舒服 ， 又 厚实 ， 质量 不错 ， 好评 ！ ,2014/9/5 19:52,
i331,u1773,很 好看 ， 版型 正 价格 也 很 便宜 ， 开心 的 一次 网购 ,2014/9/4 14:59,
i331,u637,  衣服 很 好看 ， 质量 也 挺好 的 ,2014/9/26 19:18,
i331,u341,第二 次 购买 ， 衣服 质量 很 好 哦 ,2014/9/23 19:13,
i332,u1316,卖家 服务 态度 很 好 ， 快递 业 很快 ， 宝贝 很 喜欢 ！ ,2014/9/9 19:46,
i332,u902,亲 ， 宝贝 收到 了 ， 我 超 喜欢 ， 做工 质地 都 好 得 没 话说 ， 呵呵 ， 服务 态度 也 超好 ，   很 有心 的 店家 ， 以后 常 光顾 ,2014/9/27 14:58,
i332,u1943,尺码 大小 正 合适 　 质量 非常 好 　 面料 也 不错 　 很 喜欢 ,2014/9/25 09:36,
i332,u959,掌柜的 服务 态度 真 好 ， 发货 很快 。 商品 质量 也 相当 不错 。         太 喜欢 了 ， 谢谢 ！     ,2014/9/8 10:43,
i332,u1575,裤子 穿 起来 很 显 腿形   天 冷 了 配 打底裤 一起 穿 ,2014/9/28 15:16,
i332,u1472,裤子 是 那种 不会 起 毛 的 ， 很 好 ,2014/9/13 14:57,
i332,u1961,裤子 不错 噢 ， 挺 漂亮 的 ， 质量 也 很 好 ,2014/9/6 23:15,
i334,u765,给 妈妈 买 的   她 很 喜欢   全 五分 ,2014/9/8 20:08,
i334,u2479,不错 啊 。 快递 也 很 效率 的 。 衣服 料子 还 不错 。 ,2014/9/15 12:34,http://img01.taobaocdn.com/bao/uploaded/TB23q6fapXXXXXKXpXXXXXXXXXX_!!724189784-0-rate.jpg
i334,u2144,已经 是 第二 件 了 ， 一如既往 的 好 。 好评 ， 五分 ,2014/9/30 09:09,
i334,u808,衣服 质量 不错 .   很 是 喜欢 .   给 个 好评 . ,2014/9/4 17:59,
i334,u2492,质量 和 色泽 很 正 ， 非常 值得 的 一次 网购 ， 可惜 本人 太 瘦 ， 穿 小码 都 有点 撑 不 起来 ， 朋友 试 了 一下 ， 有点 微 胖 有点 肉 穿 起来 更 好看 。 木 有 2 块 好评 返现 也 会 给 五分 评价 ， 支持 买家 。 ,2014/9/25 08:23,http://img01.taobaocdn.com/bao/uploaded/TB2GO4jaFXXXXXtXXXXXXXXXXXX_!!1946653740-0-rate.jpg
i334,u276,已经 是 第二 次 买 了 ‘ 衣服 质量 很 好 ’ 款式 很 漂亮   好 ,2014/9/2 11:43,
i334,u1100,货 到 的 好 快 ， 给 好评 。 ,2014/9/6 23:08,
i334,u1245,做工 好 ， 穿着 合适 。 颜色 稍 暗 点 。 五分 ,2014/9/3 20:12,
i334,u2456,宝贝 很 漂亮 ， 也 很 合身 ， 颜色 也 与 图片 一样 ， 值 这 个 价钱 ,2014/9/9 19:28,http://img01.taobaocdn.com/bao/uploaded/TB2MwSmapXXXXaiXXXXXXXXXXXX_!!2210395982-0-rate.jpg
i335,u1954,衣服 到 了 ， 质量 很 好 ， 还 会 再 来 ！ ,2014/9/15 22:07,
i335,u952,帮 朋友 下 的 单   没 什么 不好 的 反馈   我 就 确认 收 货 了   好评 11 ,2014/9/21 11:26,
i335,u2417,衣服 收到 了   纯棉 的 哦   大小 合适 物流 也 给力     给 个 赞 ,2014/9/4 12:27,
i335,u2221,东西 很 好 ， 只 不过 还 没 试穿 ， 等 试穿 后 再 追加 ！ ,2014/9/1 09:12,
i335,u816,质量 超级 好 ， 赶快 买 ， 不要 错过 ,2014/9/2 17:01,
i335,u1772,第一次 买 稍微 大 了 一点 ， 还 不错 ,2014/9/14 10:27,
i335,u2353,格子 衣服 合适 ， 质量 做工 很 好 ， 布料 柔软 没有 色差 ， 物美价廉   ， 性价比 高 ， 店家 发货 和 物流 速度 也 很快 ， 全 5 分 好评 ！ ,2014/9/2 22:30,
i335,u35,很 喜欢 。   太 好 了 下次 再 买 ,2014/9/6 09:04,
i335,u448,发货 快 ， 衣衣 也好 5 分 好评 ！ ,2014/9/4 18:37,
i335,u939,可以 吧 ， 对 得 起 这 个 价格 好评 ！ ,2014/9/24 09:32,
i335,u2554,很 不错           14 号 下午 买 了       16 号 下午 就 到 了           服务 态度 也好         重要 的 是 衣服 真心 不错           一次 买 了 两 件 都 不错         5 星 好评           真 的 不 像 30 块 钱 能 买 到 的 东西           ,2014/9/16 22:01,http://img01.taobaocdn.com/bao/uploaded/TB2GfHKapXXXXXcXXXXXXXXXXXX_!!2205015631-0-rate.jpg
i336,u1318,不错 ， 就是 我 165 ， 120 斤 ， 裤子 比较 松 ， 可是 小 裙子 有点 盖 不过 屁 屁 来 ， 呵呵 ， 大概 我 胖 的 原因 。 给 大家 做 个 参考 。 ,2014/9/4 22:08,
i336,u504,十 几 块 钱 能 买 到 这 裤子 ， 真 的 很 划算 啊 ， 满意 满意 ， 裤子 版型 质量 都 还 好 ,2014/9/10 21:32,
i336,u2382,衣服 不 怎样 和 卖家 说 的 不一样 物流 还 快 ,2014/9/24 16:49,
i336,u2333,挺 值 ! 想 买 的 别 再 犹豫 了 ! !   好 ,2014/9/14 12:19,
i336,u78,还 不错 ， 挺 肥 的 可以 穿 ， 这 个 价 挺好 的 ， 支持 ！ 5 分 ,2014/9/16 21:11,
i336,u268,很 好 ， 就是 裤子 有点 长 了 ,2014/9/12 12:06,
i336,u1791,有点 小 ， 质量 还 可以 。 ,2014/9/19 19:09,
i337,u2551,衣服 很 合身 ， 做工 完整 很 好 的 ， 给 个 好评 ！ ,2014/9/17 15:23,http://img01.taobaocdn.com/bao/uploaded/TB28znQapXXXXa1XXXXXXXXXXXX_!!639824939-0-rate.jpg
i337,u2352,衣服 不错 ， 大小 合适 ， 和 描述 的 一样 ， 穿着 很 舒服 ， 物美价廉 ！ ,2014/9/2 22:17,
i337,u1203,宝贝 收到 了 ， 真是 物 有 所 值 ， 面料 不错 ， 和 80 多 的 一样 。 ,2014/9/2 22:07,
i337,u1456,质量 好 ， 无 色差 ， 发货 快 ， 最 满意 一次 购物 ,2014/9/25 13:20,
i337,u1269,各 方面 都 很 好 ！ 还 会 再 买 ！ ,2014/9/10 14:59,
i337,u2204,衣服 整体 质量 不错 ， 这 价格 的确 很 实惠 ,2014/9/10 18:24,
i337,u429,收到 衣服 试穿   很 合身   尺码 标准   无 色差   做工 好   很 值   。 。 。 。 ,2014/9/3 19:37,
i337,u2035,衣服 很 厚实 ， 穿着 也 合适 ， 适合 这 个 天气 穿 ， 很 好 ,2014/9/14 15:30,
i337,u590,做工 无可 挑剔 ， 样式 简洁 大方 ， 面料 舒适   未 联系 卖家 直接 拍 下 足 见 性价比 高 ,2014/9/27 18:01,
i338,u1474,这 件 衣服 真 的 太 小 了 ！ 真 的 是不是 发 错 货 了 啊 ！ ,2014/9/27 20:50,
i34,u39,质量 非常 好 ， 与 卖家 描述 的 完全 一致 ， 非常 满意 ， 卖家 的 服务 太 棒 了 ， 考虑 非常 周到 ， 完全 超出 期望值 。 ,2014/9/17 14:38,
i34,u802,这 个 价格 买 到 非常 棒   朋友 八十 多 买 的 跟 我 买 的 一模一样   质量 好 弹性 也 非常 棒 ,2014/9/2 19:56,
i34,u1280,还 行 就是 颜色 有点 深 ， 不过 穿着 还 不错 ， ,2014/9/22 15:17,
i34,u2261,宝贝 收到 打开 很 惊喜   裤子 尺寸 刚 合适   穿着 很 显 瘦     打算 再 入 两 条 其他 颜色 的 ,2014/9/10 21:09,
i34,u1895,裤子 虽然 很 喜欢   不过 实在 是 太 紧 了 我 才 82 斤 ,2014/9/2 19:23,
i34,u1087,不错   质量 很 好   准备 再 买 一 条 ,2014/9/24 22:17,
i34,u1823,裤子 不错 ， 颜色 冬天 穿 好 点 ,2014/9/7 21:39,
i34,u2488,太 开心 这 是 第一次 网 购买 裤子 ， 很 合适 诶 ！ 还 送 了 小 礼物 描述 也 相符 ， 穿着 真 的 刚刚好 太 兴奋 了 ！ ,2014/9/26 17:39,http://img01.taobaocdn.com/bao/uploaded/TB2q3FBaFXXXXamXXXXXXXXXXXX_!!1822622376-0-rate.jpg
i34,u1335,就是 感觉 不 像 图片 上 那么 好看   也 不是 九分裤 是 长裤     整体 还 可以 吧 ,2014/9/9 23:19,
i34,u880,真心 不错 还有 那 手写 信 难得 有 这样 的 卖家 ， 加油 。 ,2014/9/29 15:00,
i340,u1674,裤 裤 是 不错 ， 只是 外 穿 的 话 就 不大 好看 了 ， 当 裤袜 穿 很 好 ， 不 起 球 的 ， 就是 掉色 厉害 ,2014/9/29 16:36,
i340,u426,真心 不错 ， 两 条 才 17 元 ， 关键 是 质量 很 不错 ， 穿 起来 很 舒服 ， 大 赞   很 好 ,2014/9/30 11:51,
i340,u1904,挺 漂亮 的 裤子 ， 弹性 不算 大 ， 版型 挺好 ,2014/9/29 15:08,
i340,u565,质量 很 好 ， 适合 现在 穿 ,2014/9/30 16:53,
i340,u2073,很 好 很 实惠 ， 性价比 高 ,2014/9/1 10:33,
i341,u1992,还 不错     码子 都 正好     就是 快递 太 慢 了     ,2014/9/25 22:44,
i341,u907,宝贝 已 收到 ， 出乎 意料 的 好 ， 穿 在 身上 很 显 瘦 ， 我 很 喜欢 ， 祝 大 卖 ,2014/9/30 15:33,
i341,u2358,很 喜欢     质量 好   合身   好看   喜欢 的 妹子 快 快 下 单 ,2014/9/13 14:35,
i341,u2036,还 可以 ， 有 弹性 ， 就 面料 不好 ， ,2014/9/12 09:15,
i341,u481,没有 色差 ， 摸 起来 质感 不错 ， 关键 便宜 没有 瑕疵 ~   ,2014/9/4 16:50,
i341,u1124,      裤子 好看 ， 穿 上 身后 更 好看     质量 也 挺好 的 ,2014/9/21 08:43,
i341,u2225,拿 到 裤子 了 ， 特别 棒 ， 很 喜欢 ， 裤子 弹性 很 好 很 漂亮 ， 特别 显 瘦 ， 非常 喜欢 ， 布料 穿 起来 很 舒服 ， 做工 精致 ， 码号 也 准确 ， 喜欢 的 就 买 吧 ， 价格 不 贵 质量 也 很 好 ！ ！ 喜欢 的 马上 下手 把 。 ,2014/9/3 17:00,
i341,u591,真 的 不 存 哦 ， 是我 想 要 的 ， 还 会 再 来 的 ， 么 么 哒 ,2014/9/16 15:17,
i342,u164,还 不错 哦 ， 弹力 大 ， 洗 的 时候 有点 掉色 ,2014/9/15 08:57,
i342,u1254,没 试穿   感觉 挺好 ！ 直接 泡 着 了 ,2014/9/19 15:14,
i342,u2408,质量 很 不错 ， 有 显 瘦 的 效果 ， 也 很 厚 ， 冬天 穿 不会 太 冷 了 。 值得 推荐 、 ,2014/9/16 10:22,
i342,u661,第二 次 购买 了 ， 质量超好 ， 包装 精美 ， 物超所值 。   很 好 ， 很 满意 。 ,2014/9/20 23:22,
i342,u242,和 同学 一起 购 的 ， 质量 很 好 ， 购 了 三 条 ， 弹性 大 ， 厚实 ， 性价比 很 高 ， 喜欢 的 朋友 可以 购 ， 产品 质量 不错 ， 价格 也 实惠 ， ,2014/9/23 09:44,
i342,u50,裤子 质量 很 好   弹性 大 穿 上 很 舒服 ,2014/9/16 15:57,
i342,u127,品牌 旗航 店 的 质量 好 的 没 话说 就是 物流 太 慢 了 9 号 下 的 单 19 号 才 收到 ,2014/9/19 19:09,
i342,u916,这次 发 来 货 和 上次 不是 同 一 款 ， 面料 质量 都 差 了 些 ， 本来 还要 给 朋友 发 几 条 ， 不知道 该 怎么 说 了 ,2014/9/17 19:22,
i342,u375,很 好 的 宝贝 ， 质量 也 很 好 ， 穿着 很 舒服 ， 赞 一个   很 好 ,2014/9/20 20:48,
i343,u2134,有些 短 ， 颜色 有点 深 ， 买 回来 就 不 能 穿 了 。 下雨 了 。 ,2014/9/22 09:07,
i343,u876,第二 次 买 了   衣服 质量 真 的 很 好 ,2014/9/29 15:56,
i343,u1759,下面 的 裙摆 好 大 不 显 瘦 ， 袖口 那里 太 大 看 得到 内衣 ,2014/9/11 14:26,
i343,u2609,差评 ！ ！ ！ 差评 ！ ！ ！       刚 拿 到 拉链 就 坏 了 自己 在家 扯 了 半 个 小时 几 十 块 的 就 这样 懒 的 寄 回去     ,2014/9/23 21:07,http://img01.taobaocdn.com/bao/uploaded/TB28436apXXXXXnXXXXXXXXXXXX_!!1608947265-0-rate.jpg
i344,u1566,布料 不错 ， 就是 号 小 ， 穿着 紧 。 ,2014/9/15 17:51,
i344,u77,超级 好 的 裤子 ， 价格 便宜 质量 好 ， 觉得 自己 胖 从 没 穿过 白色 的 ， 没想到 这次 这 个 穿 上 超级 修身 ， 同事 都 说 好看 ， 我 还 把 链接 发给 我 好 几 个 同事 ， 他们 都 想 买 呢 ， 我 还 打算 再 买 条 其他 颜色 的 ,2014/9/16 11:44,
i344,u1249,物美价廉 ， 颜色 漂亮 ！ 贊 一个 ， 又 买 了 两 条 ！ 评价 5 分 ！ ,2014/9/23 07:05,
i344,u2198,裤子 没有 色差 ， 我 买 的 大红色 ， 颜色 很 鲜艳 适合 年轻 小姑娘 穿 ， 很 漂亮 ． 也 很 显 瘦 ， 修身 漂亮 ． 男朋友 也 很 喜欢 ， 说 很 好看 ． 穿着 也 挺 舒服 的 ． ,2014/9/6 20:50,
i344,u961,不错 ， 很 喜欢 ， 下次 还 会 再 光顾 的 。 ,2014/9/1 22:48,
i344,u692,  牛仔裤 ， 还 没 穿 ， 感觉 还 不错 ,2014/9/19 18:47,
i344,u485,裤子 很 好 ， 比 我 想象 的 好 ， 很 厚 ， 价格 也 便宜 ， 五分 好评 ,2014/9/22 15:06,
i344,u238,牛仔 面料   弹性 挺好 的 ,2014/9/22 18:32,
i344,u904,裤子 质量 很 好 ， 就是 码 偏 小 ， 得 拍 大一 码 ， 给 个 好评 ,2014/9/14 13:27,
i345,u2277,看 起来 很 保暖 哦 ， 不知道 会 不会 脱色 。 ,2014/9/18 16:29,
i345,u68,太 超值 了 ， 南方 的 冬天 完全 没 问题 ， 而且 完全 够 长 ， 超级 满意 ， 还 想 再 买 几 条 ！ ,2014/9/11 19:18,
i345,u2228,不错 ， 不知道 穿 穿 会 怎样 ， 期待 不会 太 差 ,2014/9/25 15:25,
i345,u2000,宝贝 不错 ， 买 了 两 条 收 货 却 是 一 条 ， 联系 卖家 态度 很 好 给 退款 了 ！ 我 跟 朋友 都 很 喜欢 ！ 继续 光顾 他们 家 ！ ,2014/9/20 23:27,
i345,u839,很 漂亮 满意 ， 如果 穿 了 好 的 话 会 继续 光顾 的 ,2014/9/11 11:49,
i345,u1436,卖家 服务 态度 很 好 ， 物流 也 很快 ！ 货 也 很 好 ,2014/9/18 14:16,
i345,u1374,质量 很 好 ， 都 买 了 3 条 了 ,2014/9/4 18:55,
i346,u1483,还 不 偶 错 的 呢       默默 点 赞 ,2014/9/8 02:03,
i346,u482,衣服 颜色 挺好 ！ 款式 也 挺 喜欢 。 物 有 所 值 … … ,2014/9/29 22:43,
i347,u664,大小 合适 ， 质量 也 不错 ， 唯一 的 区别 就是 衣服 肩膀 做工 上 宽 了 点 ， 如果 收 一点 就 更 完美 了 ， 性价比 超高 ， 西瓜红 洗 了 后 比 图片 上颜色 稍微 淡 点 ， 但是 看 起 还是 很 不错 的 ,2014/9/28 10:45,
i348,u1005,相当 不错 的 衣服 ， 值得 购买 ,2014/9/21 19:40,
i348,u1828,买 了 2 件 ， 小 了 ， 没 必要 退换 ， 送 人 了 ， 再 买 件 大号 的 吧 ， 质量 不错 的 。 ,2014/9/30 17:44,
i348,u670,质量 很 好 ， 经济 实惠 ， 值得 买 ,2014/9/25 10:56,
i348,u949,太 好 了 ， 给 老爸 买 的 ， 他 很 喜欢 ， 很 实惠 的 衣服 质量 很 好 ， 想 再 买 可惜 只 限购 两 件 ,2014/9/22 12:35,
i348,u2475,第二 次 买 了 ， 共 买 了 四 件 ， 都 满意 ， 全 5 分 好评 ， 需要 还 会 再 来 的 ,2014/9/4 18:40,http://img01.taobaocdn.com/bao/uploaded/TB2Nz8JapXXXXa0XpXXXXXXXXXX_!!2101339122-0-rate.jpg
i349,u1262,衣服 很 好 ， 物 有 所 值 ， 穿着 很 合身 。   卖家 服务 态度 很 好 ， 物流 速度 也 很快 。 ,2014/9/10 21:12,
i35,u2590,帮 妹妹 买 的 ， 衣服 很 不错 。 很 可爱 哟 。 妹妹 很 稀饭 。 ,2014/9/25 09:06,http://img01.taobaocdn.com/bao/uploaded/TB2LXliaFXXXXaeXXXXXXXXXXXX_!!827894019-0-rate.jpg
i350,u360,老板 不错 ， 我 的 裤子 小 了 及时 给 我 更换 ,2014/9/28 08:39,
i350,u1793,学生 党       收 货 晚 了         商品 很 好             好评 ,2014/9/3 22:05,
i350,u1320,又 买 了 ， 一 件 感觉 上 回 有点 紧 ， 大 了 一号 。 结果 悲剧 了 … … 又 换 的 。 已 收到 货 ， 蛮 好 的 ， 就是 比 之前 的 薄 了 些 。 ,2014/9/22 22:08,
i351,u1888,线头 比较 多 ， 弹力 很 足 ,2014/9/26 16:05,
i351,u1817,物 有 所 值 ， 喜欢 ， 朋友 说 也 要 定 呢 ,2014/9/26 17:55,
i351,u811,有点 瘦 了 ， 不过 能 穿 ， 下次 再 买 个 大 一号 的 ,2014/9/8 21:10,
i351,u1223,打底裤 挺 不错 的   ， 很 喜欢   客服 很 耐心 ,2014/9/18 19:17,
i351,u1333,裤 裤 挺好 滴 ， 穿 上 舒服 ， 卖家 态度 非常 好 ,2014/9/22 08:33,
i351,u1103,不错   挺 好看 ～ 料子 比 想象 的 硬   但是 弹性 大 ～ ,2014/9/27 18:39,
i351,u2165,宝贝 还 不错 ， 不过 真 的 好 紧身 ,2014/9/17 22:39,
i352,u755,1 效果 还 不错 ， 值得 买 ， 可以 相信 的 卖家 ,2014/9/23 22:24,
i352,u1735,质量 非常 好 ， 与 卖家 描述 的 完全 一致 ， 非常 满意   卖家 的 服务 太 棒 了 ， 考虑 非常 周到 ， 完全 超出 期望值   卖家 发货 速度 非常 快 ， 包装 非常 仔细 、 严实   物流 公司 服务 态度 很 好 ， 运送 速度 很快 ,2014/9/7 14:24,
i352,u121,宝贝 包装 不错 ， 款式 好看 。 ,2014/9/10 09:45,
i352,u2093,宝贝 刚 收到     很 漂亮   摸 起来 很 舒服   所以 五星 加 好评 ,2014/9/25 14:57,
i352,u274,买 了 一 套 ， 搭配 起来 很 好看 ， 不错 不错 。 ,2014/9/26 08:25,
i352,u432,觉得 穿 起来 挺 适合 的 ， 挺 显 身材 的 喔 ， 物流 很 给力 。 ,2014/9/30 22:46,
i352,u2174,很 漂 漂 ， 大爱 ， 是我 的 范 ， 卖家 态度 超好 ,2014/9/29 09:09,
i352,u1995,宝贝 收到 了 ， 款式 很 漂亮 ， 面料 也 不错 。 穿 起来 很 时尚 还 舒服 ， 卖家 态度 很 好 的 。 ,2014/9/26 21:57,
i352,u763,宝贝 很 不错 ， 女朋友 很 喜欢 ， 穿着 很 合身 。 下次 还要 来 这里 购买 ， 谢谢 老板 啦 。 ,2014/9/14 08:06,
i352,u1561,衣服 收到 了   款式 很 好看 很 潮   码 数 也 很 正     穿 上 刚刚好 满意   下次 有 需要 还 会 来 的 ,2014/9/25 12:51,
i352,u1549,颜色 正   很 合身   显 身材   不 褪色   真 漂亮   喜欢   好评 ！ ,2014/9/26 13:06,
i352,u113,衣服 很 不错   这 个 价值 也 值         大小 正 合身         准备 在 买 一 件 ,2014/9/11 08:44,
i352,u1286,衣服 收到 啦 ， 试穿 了 一下 很 合身 ， 版型 也 好看 ， 店家 发货 速度 也 快 ， 客服 态度 也 很 好 ， 很 愉快 的 一次 购物 ， 下次 继续 关注 ,2014/9/30 15:40,
i352,u336,衣服 不错 ， 喜欢 成套 的 买 。 这样 就 不用 回来 自己 搭配 了 。 省事 。 也 好看 。 料子 可以 。 洗 了 洗 也 没 变形 。 超 喜欢 里面 的 内搭 。 ,2014/9/5 11:27,
i352,u12,很 淑女   穿 上 超 显 瘦   质量 也 很 好   ,2014/9/19 17:19,
i352,u631,宝贝 收到 了 ， 衣服 和 图片 描述 一样 ， 没有 色差 的 ， 穿 起来 很 贴身 ， 舒适 ， 款式 也 很 时尚 ， 非常 喜欢 ！ 卖家 态度 也 很 好 ， 发货 速 打 很快 ， 物流 也 给力 ！ 下次 一定 还 来 ！ ,2014/9/10 10:55,
i352,u2132,宝贝 收到 了   质量 好 很 不错   好评 ,2014/9/17 12:19,
i352,u553,衣衣 质量 非常 好 ， 很 满意 ,2014/9/25 16:34,
i352,u699,很 好 的 宝贝 很 喜欢 卖家 服务 很 周到 ， 很 耐心   下次 还 来 你 这里 买 东西   支持 掌柜 ,2014/9/24 00:55,
i352,u2267,宝贝 非常 好 ， 非常 合适 ， 料子 很 好 ， 很 喜欢 ， 会 介绍 朋友 来 买 的 。 。 。 ,2014/9/24 20:24,
i352,u2063,衣服 质量 不错 ， 我 很 喜欢 ， 由于 皮肤 黑 ， 穿 了 效果 不是 很 理想 ， 不过 身材 很 有型 ， 会 再 来 看 其他 颜色 的 ,2014/9/29 07:53,
i352,u356,裙子 很 漂亮 ， 很 修身 ， 显得 身体 线条 很 好 ， 喜欢 ~ ~ ~ ,2014/9/17 11:31,
i352,u1356,衣衣 收到 了   款式 很 漂亮     很 修身   超 喜欢 呢   穿着 也 舒服     无 色差 ,2014/9/28 10:12,
i352,u2039,几 件 衣服 都 挺 不错 的 ， 大小 合适 ， 质量 也 很 好 ， 最 重要 的 是 上 身 效果 不错 ,2014/9/27 20:12,
i352,u818,裙子 很 漂亮 ， 这 个 季节 穿 刚好 的 ， 穿 上 显 气质 ， 显 身材 ， 等 在 冷 一点 还 可以 搭配 一个 小西装外套 ， 很 时尚 ， 质量 也好 ， 已经 下水 过 了 ， 不 掉色 不 缩水 的   ,2014/9/11 12:08,
i352,u886,买 的 套餐 就 不 一一 评价 了 ， 衣服 很 漂亮 ， 朋友 们 都 这么 说 。 而且 质量 也 很 不错 。 很 喜欢 》 》 》 ,2014/9/11 20:21,
i352,u1341,衣服 很快 就 到 了   而且 很 漂亮   家人 非常 的 喜欢   下次 还 会 光临 ！ 祝 生意兴隆 ！ ,2014/9/28 19:42,
i353,u1671,我 感觉 穿 上 有点 褶子 ， 不是 很 平整 ,2014/9/28 14:56,
i353,u1001,就 这 个 价位 来 说 可以 了 ,2014/9/22 11:23,
i353,u1413,店家 服务 很 好 ， 宝贝 穿 起来 很 合身 ， 希望 下次 买 的 时候 给 点 优惠 ,2014/9/22 20:21,
i353,u373,还 好 吧 。 习惯 好评 。 确认 付款 才 发现 ， 卖家 昵称 “ 劝 君 上当   上当 一 回 ” 。 有点 意思 ！ ,2014/9/29 17:29,
i353,u790,  说 了 会 给 我 小 惊喜 的       而且 还 说 发货 时 会 备注 一下 的       失望     要么 不要 说 有 小 惊喜 啊       货 收到 了     物流 可以 的   ,2014/9/7 19:14,
i353,u366,买 了 二 条 ， 质量 稍 有 不同 ， 可能 货 的 批次 不同 吧 ， 便宜 吗 也 值 这 个 价 了 ， 但 店家 服务 态度 挺好 的 ， 习惯 好评 ,2014/9/6 08:51,
i353,u474,面料 ， 做工 都 很 一般 ， 习惯 好评 。 大家 都 不 容易 ！ ,2014/9/4 11:12,
i354,u15,大小 刚刚好 ， 跟 外套 搭配 一起 很 赞 ！ ,2014/9/12 22:21,
i354,u989,宝贝 手感 质量 很 好 ， 大小 合适 ， 有 范 儿 ！   好 ,2014/9/25 22:46,
i354,u2164,衣服 料子 不错   上 身穿 正好   这 个 季节 可以 穿 了 ,2014/9/5 17:36,
i354,u1414,全 五分 哦 ， 和 图片 一样 ， 刚 回来 就 试 了 ， 很 合身 ,2014/9/2 16:16,
